rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,comments,kudos,bookmarks,hits,persephone_agency,hades_agency,agency_diff,hades_power,persephone_power,power_diff
Teen And Up Audiences,['F/M'],"['Teen Wolf (TV)', 'Greek Mythology']","['Lydia Martin/Stiles Stilinski', 'Hades/Persephone']","['Lydia Martin', 'Stiles Stilinski', 'Hades', 'Persephone']","['Hades!Lydia', 'Persephone!Stiles', ""We don't believe in gender norms here kiddos""]",English,2022-03-13,Completed,2022-03-13,556,1.0,29.0,3.0,240,1.0,,,,,
Teen And Up Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Persephone (Hadestown)', 'Hades (Hadestown)', 'Mentioned Cerberus - Character']","['Alternate Universe - Modern Setting', 'Hades is a wall street businessman', 'Persephone is an up-and-coming actress', 'Dinner Parties', 'New York City']",English,2022-03-11,Completed,2022-03-11,1319,,34.0,1.0,397,,,,,,
General Audiences,"['F/M', 'Gen']",['Ancient Greek Religion & Lore'],"['Hypnos & Thanatos (Ancient Greek Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Hypnos (Ancient Greek Religion & Lore)', 'Thanatos (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Original Child Character(s)']","['Soft Greek Gods', 'Soft Hades (Ancient Greek Religion & Lore)', 'Thanatos is a dramatic bitch', 'escorting a child to the underworld', 'AKA just brotherly things', 'Persephone loves her husband', ""this isn't really sad"", ""But it's not exactly happy either"", 'Like soft melancholy']",English,2022-02-28,Completed,2022-02-28,939,,47.0,4.0,370,0.2,,,,-0.3,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']",['Hades/Persephone (Hadestown)'],"['Persephone (Hadestown)', 'Hades (Hadestown)']",['Hurt/Comfort'],English,2022-02-22,Completed,2022-02-22,1557,4.0,32.0,2.0,297,0.0,0.0,0.0,,0.0,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Ocean', 'Fluff', 'Established Relationship', 'Modern Era']",English,2022-02-21,Completed,2022-02-21,492,6.0,92.0,8.0,558,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Cute Cerberus (Ancient Greek Religion & Lore)', 'Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'Loving Hades/Persephone (Ancient Greek Religion & Lore)']",English,2022-02-21,Completed,2022-02-21,458,2.0,46.0,3.0,569,0.2857142857142857,,,,-0.047619047619047616,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']",['Hades/Persephone (Hadestown)'],"['Persephone (Hadestown)', 'Hades (Hadestown)', 'Orpheus (Hadestown)']","['February Ficlet Challenge', 'February Ficlet Challenge 2022', 'Persephone pov', 'Underworld', 'Hades and Persephone talking', 'Minor Eurydice/Orpheus (Hadestown)']",English,2022-02-16,Completed,2022-02-16,333,,13.0,,151,0.2,,,,-0.2,
General Audiences,['F/M'],"['Ancient Greek Religion & Lore', 'Hadestown - Mitchell']","['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone (Hadestown)']","['Persephone (Ancient Greek Religion & Lore)', 'Persephone (Hadestown)', 'Hades (Ancient Greek Religion & Lore)', 'Hades (Hadestown)']","['February Ficlet Challenge', 'February Ficlet Challenge 2022', 'Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', ""It's not a kidnapping"", ""It's not really Hadestown but it fits as a backstory for Hades and Persephone"", 'they loved each other once', 'Persephone pov']",English,2022-02-05,Completed,2022-02-05,259,,8.0,,345,0.1111111111111111,,,,-0.3333333333333333,
General Audiences,['F/F'],['Ancient Greek Religion & Lore'],"['Eurydice/Persephone', 'background Hades/Persephone', 'background Eurydice/Orpheus - Relationship']",[''],"['Pining', 'Major character already dead']",English,2022-02-01,Completed,2022-02-01,1627,7.0,24.0,4.0,151,,0.5,,-0.5,,
Not Rated,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],[''],"['Parody', 'Dead Dove: Do Not Eat']",English,2022-01-12,Completed,2022-01-12,660,6.0,27.0,,386,,,,,,
General Audiences,[''],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']",[''],English,2022-01-07,Completed,2022-01-07,304,,12.0,1.0,227,0.2727272727272727,0.0,-0.2727272727272727,0.0,0.0,0.0
Teen And Up Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Eurydice/Orpheus (Hadestown)', 'Hades/Persephone (Hadestown)']","['Orpheus (Hadestown)', 'Eurydice (Hadestown)', 'Hades (Hadestown)', 'Persephone (Hadestown)', 'Hermes (Hadestown)']","['Introspection', 'Canon Compliant', 'Canonical Character Death', 'Poetry', 'Heavy Angst', 'yelling screaming crying', 'for val my love']",English,2022-01-02,Completed,2022-01-02,1544,2.0,16.0,2.0,135,1.0,,,,0.5,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone', 'Hades']","['Podfic', 'Podfic Length: 0-10 Minutes']",English,2021-12-27,Completed,2021-12-27,16,4.0,13.0,1.0,382,,,,,,
General Audiences,"['F/M', 'Other']",['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades & Persephone (Ancient Greek Religion & Lore)', 'Demeter & Persephone (Ancient Greek Religion & Lore)', 'Demeter & Hecate (Ancient Greek Religion & Lore)', 'Hades & Zeus (Ancient Greek Religion & Lore)', 'Demeter & Zeus (Ancient Greek Religion & Lore)']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Zeus (Ancient Greek Religion & Lore)', 'Hecate (Ancient Greek Religion & Lore)']","['Not really non con Hades is just creepy in this', 'BAMF Persephone (Ancient Greek Religion & Lore)', 'bamf demeter', ""Why isn't that a tag?"", 'Zeus is ok in this', ""He isn't really there but"", 'yknow', 'idk how to tag', 'My First Fanfic', 'References to Ancient Greek Religion & Lore', 'Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'but with a twist!']",English,2021-12-23,Completed,2021-12-23,1638,2.0,34.0,1.0,699,,-0.2,,-0.6,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Hades', 'Persephone', 'Apollo', 'Hermes', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Apollo (Ancient Greek Religion & Lore)', 'Hermes (Ancient Greek Religion & Lore)']","['Genderbending', 'Genderswap', 'Male Persephone (Ancient Greek Religion & Lore)', 'Female Hades (Ancient Greek Religion & Lore)', 'Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)', 'or is implied to', 'Cross-Posted on Wattpad', 'References to Ancient Greek Religion & Lore', 'Fluff', 'First Meetings', 'Meet-Cute', 'Kinda', 'Pining', 'genderbent', 'Older Woman/Younger Man', 'Female Hades/Male Persephone (Ancient Greek Religion & Lore)', 'Mild Language', 'Innuendo', 'barely', 'Mount Olympus (Ancient Greek Religion & Lore)', 'Rule 63']",English,2021-12-12,Completed,2021-12-12,944,10.0,136.0,19.0,2114,0.038461538461538464,,,,-0.07692307692307693,
Not Rated,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Demeter & Hades (Ancient Greek Religion & Lore)', 'Demeter & Persephone (Ancient Greek Religion & Lore)', 'only background though - Relationship']","['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'demeter is only mentioned']","['Persephone pov', 'Mentions of neglect', 'Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)', 'Loving Hades/Persephone (Ancient Greek Religion & Lore)', 'Powerful Persephone (Ancient Greek Religion & Lore)', 'Mentioned Persephone (Hades Video Game)', 'Epistolary', 'Love Letters']",English,2021-12-06,Completed,2021-12-06,1236,5.0,53.0,7.0,616,,,,,,
Mature,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Romance', 'prose', 'i dont know what this is but its just those two being madly in love']",English,2021-11-16,Completed,2021-11-16,124,2.0,29.0,2.0,728,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],[''],"['Worldbuilding', 'Seasons', 'change']",English,2021-11-11,Completed,2021-11-11,500,4.0,27.0,,258,0.0,1.0,1.0,1.0,0.6666666666666666,0.33333333333333337
Explicit,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['BAMF Persephone (Ancient Greek Religion & Lore)', 'Femdom', 'Queen of Hell', 'Blanket Permission', 'Podfic Welcome']",English,2021-11-10,Completed,2021-11-10,530,2.0,34.0,1.0,942,,0.0,,-0.625,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades & Persephone (Ancient Greek Religion & Lore)']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Thanatos (Ancient Greek Religion & Lore)', 'Hecate (Ancient Greek Religion & Lore)']","['Negotiations', 'Slow Burn', 'Dark Fantasy']",English,2021-11-05,Completed,2021-11-05,1241,6.0,39.0,2.0,787,0.16666666666666666,0.1702127659574468,0.003546099290780147,-0.0851063829787234,-0.2962962962962963,0.21118991331757286
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Flufftober', 'Flowers', 'Fluff', 'sappy romance', 'Reunions', 'Love', 'Marriage', 'Tooth-Rotting Fluff', 'Gift Giving']",English,2021-11-01,Completed,2021-11-01,550,3.0,36.0,6.0,685,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Ariadne/Dionysus (Ancient Greek Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Dionysus (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Ariadne (Ancient Greek Religion & Lore)']","['Alternate Universe - Modern Setting', 'POV Outsider', 'Triple Drabble', 'Trick or Treat: Treat']",English,2021-10-31,Completed,2021-10-31,300,14.0,52.0,2.0,357,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['waking up together', 'Lazy Mornings', 'Trick or Treat: Treat', 'Romance', 'Established Relationship', 'Married Life']",English,2021-10-29,Completed,2021-10-29,317,12.0,43.0,4.0,435,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Macaria daughter of Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Background & Cameo Characters']","['Alternate Universe - Space', 'End of the World', 'Dark', 'Angst', 'Implied/Referenced Suicide']",English,2021-10-28,Completed,2021-10-28,555,2.0,21.0,,264,,-0.16666666666666666,,0.0,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Playlist', 'Fanmix', ""technically? what is a fanmix except a playlist i don't get it""]",English,2021-10-28,Completed,2021-10-28,598,6.0,9.0,,132,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone', 'Hades (Ancient Greek Religion & Lore)', 'Background & Cameo Characters']",['Poem - Pantoum'],English,2021-10-28,Completed,2021-10-28,115,6.0,23.0,3.0,166,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone'],['Persephone'],['Cascade Poem'],English,2021-10-28,Completed,2021-10-28,93,8.0,17.0,,61,0.0,,,,-0.25,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Eros (Ancient Greek Religion & Lore)']","['Alternate Universe - Coffee Shops & Cafes', 'Alternate Universe - Modern Setting', 'First Dates', 'Romance', 'Getting Together', 'Trick or Treat: Treat']",English,2021-10-19,Completed,2021-10-19,428,16.0,38.0,4.0,308,,-0.125,,-0.125,,
General Audiences,['F/M'],"['Percy Jackson and the Olympians - Rick Riordan', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types', 'The Heroes of Olympus - Rick Riordan', 'Ancient Greek Religion & Lore']","['Hades/Persephone', 'Hades/Persephone (Percy Jackson)']","['Hades (Percy Jackson)', 'Persephone (Percy Jackson)']","['Hurt/Comfort', 'Overworking', 'Angst', 'Hurt', 'Comfort', 'Angst with a Happy Ending', 'Angst and Hurt/Comfort', 'Author Is Sleep Deprived', 'Hades deserves the world', 'Not Beta Read', 'Hades is a sweet cinnamon roll who has to be protected']",English,2021-10-19,Completed,2021-10-19,1553,,45.0,2.0,382,0.34375,0.08163265306122448,-0.26211734693877553,-0.14285714285714285,0.0,-0.14285714285714285
Teen And Up Audiences,['F/M'],"['Ancient Greek Religion & Lore', 'Original Work', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types']","['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone (Percy Jackson)']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Zeus (Ancient Greek Religion & Lore)', 'Hades (Percy Jackson)', 'Persephone (Percy Jackson)', 'Demeter (Percy Jackson)', 'Zeus (Percy Jackson)']","['Angst', 'Mother-Daughter Relationship', 'Ancient Greece', 'Underworld', 'Drama', 'Kidnapping', 'Inspired by Percy Jackson', 'Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'Unrequited Love', 'Creepy', 'Unhealthy Relationships', 'Ambiguity', 'Character Study', 'Jealousy', 'demeter is a good mother']",English,2021-10-18,Completed,2021-10-18,408,,7.0,,285,0.0,0.0,0.0,0.14285714285714285,0.25,-0.10714285714285715
Teen And Up Audiences,['F/M'],"['Ancient Greek Religion & Lore', 'Original Work', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types']","['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades & Sisyphus (Ancient Greek Religion & Lore)', 'Hades/Persephone (Percy Jackson)']","['Sisyphus (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Sisyphus (Percy Jackson)', 'Persephone (Percy Jackson)', 'Hades (Percy Jackson)', 'Ares (Ancient Greek Religion & Lore)', 'Ares (Percy Jackson)', 'Thanatos (Ancient Greek Religion & Lore)', 'Thanatos (Percy Jackson)']","['Narcissism', 'Ancient Greece', 'Underworld', 'Inspired by Sisyphus (Ancient Greek Religion & Lore)', 'Inspired by Percy Jackson', 'Angst', 'Death', 'Drama', 'Character Study', 'Dark', 'Enemies', 'Hurt', 'angst without an ending', 'hes a narcissist', 'Humiliation', 'Tension', 'Implied/Referenced Torture', 'Whump', 'is it deserved?', 'Introspection']",English,2021-10-16,Completed,2021-10-16,795,3.0,10.0,,186,,,,,,
Not Rated,"['M/M', 'Other']","['Original Work', 'Ancient Greek Religion & Lore']","['Apollo/Icarus (Ancient Greek Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Apollo (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Icarus (Ancient Greek Religion & Lore)']","['Falling In Love', 'LITERALLY', 'Icarus is gay and in love', 'LEAVE HIM ALONE', 'Inspired by The Song of Achilles', 'I just finished the song of achilles and im sobbing', 'hades isnt a bad dude']",English,2021-10-13,Completed,2021-10-13,573,2.0,42.0,2.0,436,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Fanart', 'Digital Art']",English,2021-10-10,Completed,2021-10-10,0,16.0,60.0,1.0,407,,,,,,
Mature,"['F/M', 'M/M', 'Multi']",['Ancient Greek Religion & Lore'],"['Aphrodite/Ares', 'Aphrodite/Dionysus (Ancient Greek Religion & Lore)', 'Aphrodite/Hephaestus (Ancient Greek Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Ares (Ancient Greek Religion & Lore)', 'Aphrodite (Ancient Greek Religion & Lore)', 'Dionysus (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Apollo (Ancient Greek Religion & Lore)', 'Artemis (Ancient Greek Religion & Lore)', 'Hephaestus (Ancient Greek Religion & Lore)', 'Zeus (Ancient Greek Religion & Lore)', 'Hera (Ancient Greek Religion & Lore)', 'Hyacinthus (Ancient Greek Religion & Lore)']","['References to Ancient Greek Religion & Lore', 'Fluff', 'Angst', 'Fluff and Angst', 'Eventual Smut', 'Other Additional Tags to Be Added']",English,2021-10-06,Completed,2021-10-06,1355,3.0,40.0,3.0,853,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Demeter & Persephone (Ancient Greek Religion & Lore)']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)']","['Coffee Shops', 'Pining', 'Falling In Love', 'Autumn', 'Fluff', 'Flufftober', 'Flufftober 2021', 'Alternate Universe - Coffee Shops & Cafes']",English,2021-10-05,Completed,2021-10-05,1513,,16.0,2.0,247,0.1875,,,,-0.3125,
Not Rated,['F/M'],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hera/Zeus (Lore Olympus)', 'Hades/Minthe (Lore Olympus)']","['Hades (Lore Olympus)', 'Persephone (Lore Olympus)', 'Demeter (Lore Olympus)', 'Hera (Lore Olympus)', 'Zeus (Lore Olympus)', 'Hermes (Lore Olympus)', 'Aphrodite (Lore Olympus)', 'Eros (Lore Olympus)', 'Minthe (Lore Olympus)', 'Thanatos (Lore Olympus)', 'Hecate (Lore Olympus)', 'Artemis (Lore Olympus)', 'No Apollo thank god']","['Love at First Sight', 'Fluff and Smut', 'Overprotective Demeter (Ancient Greek Religion & Lore)', 'Naughty Perse']",English,2021-10-04,Completed,2021-10-04,24,3.0,29.0,1.0,1001,,,,,,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hades & Persephone (Hadestown)']","['Persephone (Hadestown)', 'Hades (Hadestown)']","['low-key angst', 'happy autumn equinox', ""they're messy but I love them"", 'One Shot']",English,2021-09-22,Completed,2021-09-22,195,2.0,12.0,1.0,238,0.0,,,,0.1111111111111111,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone'],[''],['modern dress'],English,2021-09-14,Completed,2021-09-14,396,,4.0,,44,,,,,,
Mature,[''],"['Batman - All Media Types', 'Ancient Greek Religion & Lore']","['Jonathan Crane/Edward Nygma', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Jonathan Crane', 'Edward Nygma']","['Hades!Jon', 'persephone!edward']",English,2021-09-08,Completed,2021-09-08,1537,9.0,37.0,3.0,310,,,,,,
